Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22
173	144.78175	547.1482	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.74036	18.230158	 	 	 	 	306.57352	542.38055	 	 	 	 	295.16483	678.54987	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
174	144.6585	547.13074	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.22809	18.205618	 	 	 	 	306.58484	542.1667	 	 	 	 	294.80145	678.92896	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
175	144.48528	547.3969	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.13145	18.17191	 	 	 	 	306.56415	541.2099	 	 	 	 	295.97687	678.3844	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
176	144.44652	548.0527	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.10538	18.154709	 	 	 	 	306.555	538.7793	 	 	 	 	295.40222	678.4357	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
177	144.33604	548.97076	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.06854	18.093258	 	 	 	 	306.54428	539.6071	 	 	 	 	295.97137	677.97687	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178	144.30492	550.2164	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.9887	17.968327	 	 	 	 	302.78983	587.2092	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
179	144.15901	551.71313	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.84157	17.888763	 	 	 	 	306.55142	537.8671	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180	144.08075	553.5718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.08917	17.775394	 	 	 	 	306.54614	535.96155	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181	143.99756	555.7137	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.509	17.65991	 	 	 	 	302.97894	584.53937	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
182	143.93967	558.20245	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.48845	17.580832	 	 	 	 	306.55066	538.2279	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
183	144.0	560.8588	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.553	17.4447	 	 	 	 	306.54712	539.9256	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
184	143.76955	563.9892	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.8885	17.405746	 	 	 	 	306.56467	539.4612	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
185	143.66086	567.3839	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.9478	17.330626	 	 	 	 	306.55856	539.2029	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
186	143.69193	571.0471	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.16357	17.13573	 	 	 	 	306.58823	543.07794	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
187	143.63728	574.9237	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.36417	16.909836	 	 	 	 	302.38223	592.50385	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188	143.42749	579.3027	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.52142	16.938095	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57632	542.4878	 	295.1017	678.6748	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
189	143.34102	583.8983	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.39235	16.923445	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5636	543.2471	 	294.95145	678.31104	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
190	143.26764	589.00775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.49057	16.785378	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55573	541.3226	 	295.4451	678.54047	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191	143.14186	594.13495	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.49278	16.740385	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57123	540.9637	 	295.4893	678.3445	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
192	143.01118	599.7788	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.32726	16.731144	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55795	540.00073	 	295.62012	678.3631	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
193	142.96355	605.65454	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.19638	16.808434	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55157	540.6576	 	295.9185	677.8614	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
194	142.88246	611.81226	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.23366	16.792978	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55603	537.63586	 	296.12396	678.1657	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
195	142.66637	618.2646	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.15947	16.72542	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5435	537.73285	 	295.5462	678.05707	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
196	142.58275	625.1602	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.72836	16.639423	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55524	537.77765	 	296.19687	677.88525	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
197	142.52971	633.0363	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.42143	16.666666	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55292	540.5014	 	296.60828	678.24927	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198	142.46184	640.7353	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.89764	16.584705	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54965	539.222	 	295.95044	678.21106	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
199	142.27791	649.7802	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.55437	16.547281	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56	538.62	 	296.19168	677.7305	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
200	142.25977	643.4174	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.48575	16.663895	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56287	542.3304	 	296.20447	678.51196	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
201	142.32648	639.7968	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.3551	16.799288	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56232	540.2136	 	295.58377	677.93787	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
202	142.31749	636.5721	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.24529	16.870283	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57556	542.8452	 	295.63214	678.7673	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
203	142.28972	633.8037	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.03554	16.905212	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57452	541.78015	 	296.29272	678.08545	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
204	142.1489	631.13324	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.79929	16.913301	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55646	540.6679	 	295.2947	678.74927	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
205	142.18405	628.9929	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.71718	16.831741	 	 	 	 	 	 	 	 	 	 	 	 	 	302.49716	590.19055	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
206	142.17778	627.0206	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.68932	16.90534	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57822	542.3819	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
207	142.10822	625.43524	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.51923	16.860577	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57764	540.8729	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208	142.06592	624.01447	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.41263	16.839806	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55426	539.48975	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
209	142.01044	623.19183	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.14563	16.781553	 	 	 	 	 	 	 	 	 	 	 	 	 	302.80704	587.218	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
210	141.91571	622.56384	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.24638	16.743961	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54126	536.8016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
211	141.96623	622.09	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.69478	16.618765	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54434	537.75037	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
212	141.87703	622.178	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.68095	16.62619	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54977	537.52704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
213	141.80533	622.61957	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.35194	16.475729	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303.18936	585.29944	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
214	141.78986	623.2005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.34634	16.4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5485	537.42865	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
215	141.79535	623.996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.08234	16.225536	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	302.88248	587.182	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
216	141.75714	625.51746	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.8414	16.066586	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55316	539.12933	 	295.64606	678.3371	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
217	141.7252	627.0323	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.5397	16.008684	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55777	539.9207	 	295.88983	678.12714	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
218	141.73825	629.0345	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.67433	15.865618	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5651	541.1065	 	295.49734	677.7553	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
219	141.67683	631.1698	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.85854	15.917073	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57877	542.4272	 	295.04395	678.2857	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
220	141.62773	633.7695	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.45274	15.945273	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57785	541.7605	 	296.3687	677.8743	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
221	141.50305	636.6804	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.14427	15.830846	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56558	542.2884	 	295.52246	678.57306	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
222	141.50766	639.9028	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.13432	15.783582	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.58322	542.3544	 	295.98386	678.3446	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
223	141.44353	647.5788	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.9	15.768292	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.58072	541.65393	 	295.7312	678.4359	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
224	141.34845	649.4785	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.40842	15.705445	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56854	540.58344	 	296.1204	678.0524	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
225	141.30118	648.62354	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143.9763	15.614714	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5554	538.67786	 	296.19724	678.0222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
226	141.33794	647.16266	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.0358	15.401235	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56384	538.05743	 	296.1129	678.3006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
227	141.3015	642.294	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143.815	15.335	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54126	539.0337	 	296.43958	677.89014	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
228	141.32959	641.33856	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143.71	15.21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54803	537.98444	 	295.61517	678.57025	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
229	141.3063	640.6381	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143.83916	15.0910225	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54803	538.0	 	295.9871	678.3424	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
230	141.32458	640.413	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.32413	14.798995	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	302.9042	585.87305	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
231	141.37761	640.4149	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.42728	14.523376	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55707	538.13763	 	 	 	 	295.83792	678.0989	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
232	141.42227	640.63904	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.57571	14.0613575	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56628	538.9507	 	 	 	 	296.46133	677.73755	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
233	141.41493	641.3761	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144.89473	13.652632	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55804	540.2738	 	 	 	 	295.46945	678.30835	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
234	141.38478	642.38776	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.5295	13.207775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57602	543.25146	 	 	 	 	295.64246	678.3687	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
235	141.49303	647.63354	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145.7016	12.637931	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57614	542.5981	 	 	 	 	295.19086	678.3306	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
236	141.36713	648.7494	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.33014	12.050685	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5817	540.33057	 	 	 	 	295.45563	677.6749	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
237	141.4702	649.46545	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.11732	11.270949	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.58832	541.9761	 	 	 	 	295.33606	678.3388	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
238	141.50824	649.4199	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148.35	10.527778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57922	541.60016	 	 	 	 	296.13202	678.02246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
239	141.45284	649.112	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	149.1482	9.727147	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56558	540.8651	 	 	 	 	295.8198	678.0312	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
240	141.5	649.0364	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	149.42613	9.005682	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56268	539.8528	 	 	 	 	296.37537	678.18274	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
241	141.44942	649.17883	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	150.0119	8.470238	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303.26776	585.3474	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
242	141.54593	649.46704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	150.01091	7.774143	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5452	538.3234	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
243	141.55325	649.49054	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	150.40729	7.1953645	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303.0859	584.9789	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
244	141.58392	649.54254	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	151.12277	6.3256226	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55197	539.3287	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
245	141.6327	649.4728	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	152.31454	5.5872726	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5396	537.7023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
246	141.6844	649.47754	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	152.75	4.7734375	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303.24835	585.2116	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
247	141.72905	649.5767	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	153.4726	4.267123	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.561	539.1979	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
248	141.82224	649.39655	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55426	538.8284	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
249	141.91875	649.4075	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.56458	540.54803	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
250	141.99588	649.35547	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5723	541.31476	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
251	142.05112	649.3895	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57385	541.93134	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
252	142.00766	649.39514	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5562	542.5666	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
253	142.03964	649.4385	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	302.5916	588.8645	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
254	142.08069	649.47644	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.57175	540.1338	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
255	142.10986	649.5893	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5728	541.2192	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
256	142.16588	649.60315	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303.0081	588.2103	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
257	142.16432	649.6708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	303.0519	586.71985	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
258	142.13306	649.6688	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.55106	538.91986	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
259	142.1973	649.60834	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.54987	539.2593	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
260	142.18765	649.838	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5452	537.85596	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
261	142.22112	649.83374	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.5495	538.7419	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
